iter	Logloss
848	0.07339449826
849	0.07336073917
850	0.07334975641
851	0.0733259775
852	0.07320995613
853	0.07317523747
854	0.07316260605
855	0.07312066325
856	0.07287250002
857	0.07284445578
858	0.07276818631
859	0.07269592742
860	0.072675401
861	0.07265015905
862	0.07262809666
863	0.07260888409
864	0.07256512998
865	0.07252337464
866	0.07247678784
867	0.07246820678
868	0.07244394252
869	0.07240078415
870	0.07234332907
871	0.07230202425
872	0.07228458734
873	0.07225138217
874	0.07218363718
875	0.0721398879
876	0.07211205402
877	0.07208335014
878	0.07206285872
879	0.07204822917
880	0.07201968809
881	0.07199227942
882	0.07192033814
883	0.07186998913
884	0.0718027771
885	0.07177417026
886	0.07175342615
887	0.07171564234
888	0.07166359786
889	0.07163701092
890	0.07162113247
891	0.07160962968
892	0.07157625257
893	0.07154821695
894	0.07154789034
895	0.07152114082
896	0.07150027011
897	0.07149790652
898	0.07144775116
899	0.07142611462
900	0.07139008487
901	0.07136672847
902	0.07133578518
903	0.07130232009
904	0.07127353139
905	0.07123787222
906	0.0712185811
907	0.0711700499
908	0.07115301425
909	0.07110627573
910	0.07109323764
911	0.07103366147
912	0.07099564476
913	0.07097986087
914	0.07086870082
915	0.07082310069
916	0.07079367213
917	0.07072742878
918	0.07067883136
919	0.07061752047
920	0.07055995774
921	0.07052487876
922	0.07045206992
923	0.07042342985
924	0.07038813899
925	0.07037123082
926	0.07034170856
927	0.07029842733
928	0.07026863314
929	0.07022281221
930	0.07020209956
931	0.07015681738
932	0.07012017882
933	0.07008408955
934	0.07006591542
935	0.07000914572
936	0.06996245572
937	0.06992267147
938	0.06988388627
939	0.06983420748
940	0.06979303697
941	0.06975307306
942	0.06972294857
943	0.06969186469
944	0.06962595898
945	0.06960247557
946	0.06954270138
947	0.06951380054
948	0.06947164705
949	0.06938833946
950	0.06935597118
951	0.06932911981
952	0.06929604062
953	0.0692566823
954	0.06921589701
955	0.06916015168
956	0.06908966569
957	0.06908225527
958	0.06905508993
959	0.06903481761
960	0.06900420995
961	0.06895447217
962	0.06888609218
963	0.06884332072
964	0.06879212025
965	0.0687647096
966	0.06874691303
967	0.0686909836
968	0.06864585417
969	0.06863688036
970	0.06861491354
971	0.06859405144
972	0.06854755665
973	0.06851092876
974	0.06849730261
975	0.06845518005
976	0.06840197495
977	0.06833559254
978	0.06828421213
979	0.0682530776
980	0.06822024486
981	0.06819723687
982	0.06815892266
983	0.0681211737
984	0.06811166742
985	0.06803219755
986	0.06798827634
987	0.06795738434
988	0.06793623204
989	0.06789881353
990	0.06784925473
991	0.0678192869
992	0.06779132574
993	0.06773605083
994	0.06770246206
995	0.06766516986
996	0.06762597742
997	0.06760719685
998	0.06756050656
999	0.06753927631
